id,status,userId,username,problemId,timeUsed,memoryUsed,submitTime,ip,compilerId,source,codeLength,contestId,errorMessage
2874047,0,16826,机械类2006牛佳辉,160,0,220,1624951677,192.168.0.96,2,"#include<stdio.h>
int main()
{
	float a;
	scanf(""%g"",&a);
	if(a>0&&a<1000)
	{
		printf(""discount=1,pay=%g\n"",a);
	}
	if(a>=1000&&a<2000)
	{
		printf(""discount=0.95,pay=%g\n"",a=a*0.95);
	}
	if(a>=2000&&a<3000)
	{
		printf(""discount=0.9,pay=%g\n"",a=a*0.9);
	}
	if(a>=3000&&a<5000)
	{
		printf(""discount=0.85,pay=%g\n"",a=a*0.85);
	}
	if(a>=5000)
	{
		printf(""discount=0.8,pay=%g\n"",a=a*0.8);
	}
	return 0;
}",404,517,
2874048,0,16786,Albatron泠凌,77,0,220,1624951677,192.168.0.96,2,"#include <stdio.h>
int main()
{
    double a,b,c;
    scanf(""%lf %lf"",&a,&b);
    if(a<=0||a>=168)
    {
        printf(""input is wrong!\n"");
    }
    else
    {
        if(a<40)
        {
            c=a*b;
        }
        else
        {
            if(a<=60)
            {
                c=40*b+(a-40)*1.5*b;
            }
            else
            {
                c=40*b+20*1.5*b+(a-60)*3*b;
            }
        }
        printf(""%g\n"",c);
    }
    return 0;
}",475,537,
2874050,0,16786,Albatron泠凌,78,0,216,1624951695,192.168.0.96,2,"#include<stdio.h>
#include<string.h>
int main(){	
	int d,m,y,a;
	int b[]={31,28,31,30,31,30,31,31,30,31,30,31};
	while(~scanf(""%d%d%d"",&y,&m,&d))
	{
		int w,c=0,e;
		for(int i=0;i<m-1;i++)
		{
			c=c+b[i] ;
		}
		w=(y-1)*365+(y-1)/4-(y-1)/100+(y-1)/400+c+d;
		switch(e=w%7)
		{
			case 1:printf(""Monday\n"");break;
			case 2:printf(""Tuesday\n"");break;
			case 3:printf(""Wednesday\n"");break;
			case 4:printf(""Thusday\n"");break;
			case 5:printf(""Friday\n"");break;
			case 6:printf(""Saturday\n"");break;
			case 0:printf(""Sunday\n"");break;
		}
		
		
	}
	return 0;
} ",563,537,
2874052,0,16875,5120200964,299,0,224,1624951698,192.168.0.96,2,"#include<stdio.h>
int f(int n)
{
	if(n==1)
	return 1;
	else
	return f(n-1)+n*n;
} 
int main()
{
	int n,f(int n);
	scanf(""%d"",&n);
	printf(""%d\n"",f(n));
	return 0;
}
",165,538,
2874054,0,16786,Albatron泠凌,276,0,220,1624951711,192.168.0.96,2,"#include<stdio.h>
int main()
{
    int a,b;
    char c;
    while(~scanf(""%d%c%d"",&a,&c,&b))
    {
        if(c=='+')
            printf(""%d%c%d=%d\n"",a,c,b,a+b);
        if(c=='-')
            printf(""%d%c%d=%d\n"",a,c,b,a-b);
        if(c=='*')
            printf(""%d%c%d=%d\n"",a,c,b,a*b);
        if(c=='/')
            printf(""%d%c%d=%d\n"",a,c,b,a/b);
    }
    return 0;
}",376,537,
2874055,0,17648,15756239108,77,0,220,1624951717,192.168.0.96,2,"#include <stdio.h>
int main()
{
    double a,b,c;
    scanf(""%lf %lf"",&a,&b);
    if(a<=0||a>=168)
    {
        printf(""input is wrong!\n"");
    }
    else
    {
        if(a<40)
        {
            c=a*b;
        }
        else
        {
            if(a<=60)
            {
                c=40*b+(a-40)*1.5*b;
            }
            else
            {
                c=40*b+20*1.5*b+(a-60)*3*b;
            }
        }
        printf(""%g\n"",c);
    }
    return 0;
}",475,537,
2874056,0,16875,5120200964,321,0,220,1624951717,192.168.0.96,2,"#include<stdio.h>
int f(int n)
{
	if(n==1||n==0)
	return 1;
	else
	return f(n-1)*n;
} 
int main()
{
	int n,f(int n);
	scanf(""%d"",&n);
	printf(""%d\n"",f(n));
	return 0;
}
",169,538,
2874057,0,17159,indigo,78,0,216,1624951736,192.168.0.96,2,"#include <stdio.h>
#include <stdlib.h>

int main()
{
    int year, month, day;
    int yd, md; // 定义年份和月份代码
    int dh; // 定义dh为代码和
    int xin;
    scanf(""%d%d%d"", &year, &month, &day);
    int yushu1, yushu2;
    yd = ((year%100)/4 + (year%100))%7;
    yushu1 = year%4;
    yushu2 = year%100;
    if(yushu1 = 0 && yushu2 != 0) // 能被4整除不能被100整除是闰年
    {
        if(month == 1)
        {
            md = 5;
        }
        if(month == 2)
        {
            md = 1;
        }
        if(month == 3)
        {
            md = 2;
        }
        if(month == 4)
        {
            md = 5;
        }
        if(month == 5)
        {
            md = 0;
        }
        if(month == 6)
        {
            md = 3;
        }
        if(month == 7)
        {
            md = 5;
        }
        if(month == 8)
        {
            md = 1;
        }
        if(month == 9)
        {
            md = 4;
        }
        if(month == 10)
        {
            md = 6;
        }
        if(month == 11)
        {
            md = 2;
        }
        if(month == 12)
        {
            md = 4;
        }
        xin = (day+md+yd)%7;
        switch(xin)
        {
            case 1:printf(""Monday\n"");
            break;
            case 2:printf(""Tuesday\n"");
            break;
            case 3:printf(""Wednesday\n"");
            break;
            case 4:printf(""Thursday\n"");
            break;
            case 5:printf(""Friday\n"");
            break;
            case 6:printf(""Saturday\n"");
            break;
            case 7:printf(""Sunday\n"");
            break;
        }
    }
    else
    {
        if(month == 1)
        {
            md = 6;
        }
        if(month == 2)
        {
            md = 2;
        }
        if(month == 3)
        {
            md = 2;
        }
        if(month == 4)
        {
            md = 5;
        }
        if(month == 5)
        {
            md = 0;
        }
        if(month == 6)
        {
            md = 3;
        }
        if(month == 7)
        {
            md = 5;
        }
        if(month == 8)
        {
            md = 1;
        }
        if(month == 9)
        {
            md = 4;
        }
        if(month == 10)
        {
            md = 6;
        }
        if(month == 11)
        {
            md = 2;
        }
        if(month == 12)
        {
            md = 4;
        }
        xin = (day+md+yd) % 7;
        switch(xin)
        {
            case 1:printf(""Monday\n"");
            break;
            case 2:printf(""Tuesday\n"");
            break;
            case 3:printf(""Wednesday\n"");
            break;
            case 4:printf(""Thursday\n"");
            break;
            case 5:printf(""Friday\n"");
            break;
            case 6:printf(""Saturday\n"");
            break;
            case 7:printf(""Sunday\n"");
            break;
    	}
    }
    return 0;
}
",2881,537,
2874059,0,16786,Albatron泠凌,82,0,220,1624951736,192.168.0.96,2,"#include<stdio.h>
int f(int n,int r)
{
    if(r==0)
        return 1;//注意调用本身到r==0时要返回1，否则会r一直减下去
    else
        return f(n,r-1)*(n-r+1)/r;//运用公式
}
int main()
{
    int n,r;
    while(~scanf(""%d%d"",&n,&r))
    {
        int f(int n,int r);
        if(n==0&&r==0)
            return 0;
        else if(n<r)
            printf(""error!\n"");
        else
        {
          printf(""%d\n"",f(n,r));

        }
    }
    return 0;
}",428,538,
2874061,0,16786,Albatron泠凌,281,0,220,1624951751,192.168.0.96,2,"#include<stdio.h>
int f(int u, int d,int c,int h)
{	
	int t=0;
	while(c<h)
	{
		c+=u;
		t++;
		if(c>=h)
		break;
		else
		c-=d;
		t++;
	}
	return t; 
} 
int main()
{
	int h,u,d,c=0; 
	
	while(~scanf(""%d%d%d"",&h,&u,&d)) 
	{
		if(h==0&&u==0&d==0)
		return 0;
		int f(int u,int d,int c,int h);
		printf(""%d\n"",f(u,d,c,h));
	}
	return 0;
}",335,538,
2874063,0,16816,15183783221,189,0,216,1624951762,192.168.0.96,2,"#include <stdio.h> 
int main()
{
        int a,b,c,d,e,q;
        a>=2;
        b<=1000;
        while(~scanf(""%d %d"",&a,&b))
        {
                if(a>b)
                {
                        d=a;
                        a=b;
                        b=d;
                }
                for(c=a,q=0;c<=b;c++)
                {
                        for(e=2;e<=c;e++)
                        {
                                if(c%e==0)
                                {
                                       break;
                                }
                        }
                        if(e==c)
                                q=q+1;
                }
                printf(""%d\n"",q);
        }
        return 0;
}
",744,531,
2874065,0,17159,indigo,276,0,216,1624951770,192.168.0.96,2,"#include <stdio.h>
int main()
{
    int a,b;
    char d;
    while(scanf(""%d%c%d"",&a,&d,&b)!=EOF)
    {
        switch(d)
        {
        case '+':printf(""%d%c%d=%d\n"",a,d,b,a+b);break;
        case '-':printf(""%d%c%d=%d\n"",a,d,b,a-b);break;
        case '*':printf(""%d%c%d=%d\n"",a,d,b,a*b); break;
        case '/':printf(""%d%c%d=%d\n"",a,d,b,a/b);break;
        }
    }
    return 0;
}",388,537,
2874067,0,16826,机械类2006牛佳辉,189,0,216,1624951773,192.168.0.96,2,"#include <stdio.h> 
int main()
{
        int a,b,c,d,e,q;
        a>=2;
        b<=1000;
        while(~scanf(""%d %d"",&a,&b))
        {
                if(a>b)
                {
                        d=a;
                        a=b;
                        b=d;
                }
                for(c=a,q=0;c<=b;c++)
                {
                        for(e=2;e<=c;e++)
                        {
                                if(c%e==0)
                                {
                                       break;
                                }
                        }
                        if(e==c)
                                q=q+1;
                }
                printf(""%d\n"",q);
        }
        return 0;
}",743,531,
2874069,0,17648,15756239108,281,0,220,1624951782,192.168.0.96,2,"#include<stdio.h>
int f(int u, int d,int c,int h)
{	
	int t=0;
	while(c<h)
	{
		c+=u;
		t++;
		if(c>=h)
		break;
		else
		c-=d;
		t++;
	}
	return t; 
} 
int main()
{
	int h,u,d,c=0; 
	
	while(~scanf(""%d%d%d"",&h,&u,&d)) 
	{
		if(h==0&&u==0&d==0)
		return 0;
		int f(int u,int d,int c,int h);
		printf(""%d\n"",f(u,d,c,h));
	}
	return 0;
}",335,538,
2874073,0,16826,机械类2006牛佳辉,320,0,220,1624951809,192.168.0.96,2,"#include <stdio.h>


int main() {
	int a,n,max,min;
	scanf(""%d"",&n); 
	while(~scanf(""%d"",&a))
	{
		if(a%2!=0)
		printf(""0 0\n"");
		else
		{max=a/2;
		min=a/4;
		printf(""%d %d\n"",min,max);
		}
		
	}
	return 0;
}",210,531,
2874075,0,16875,5120200964,320,0,220,1624951816,192.168.0.96,2,"#include <stdio.h>


int main() {
	int a,n,max,min;
	scanf(""%d"",&n); 
	while(~scanf(""%d"",&a))
	{
		if(a%2!=0)
		printf(""0 0\n"");
		else
		{max=a/2;
		min=a/4;
		printf(""%d %d\n"",min,max);
		}
		
	}
	return 0;
}
",211,531,
2874077,1,17211,3540408169,614,0,0,1624951825,192.168.0.96,2,"#include<stdio.h>
#define PI 3.14159
int main(void)
{
	float radius;
	float high;
	float volume;
	scanf(""%f"",&radius);
	scanf(""%f"",&high);
	volume=PI*radius*radius*high;
	printf(""radius:%.3f\n"",radius);
	printf(""high:%.3f\n"",high);
	printf(""The volume is:%.3f"",volume);
	return 0;
}",282,536,
2874079,0,16826,机械类2006牛佳辉,148,0,224,1624951851,192.168.0.96,2,"#include<stdio.h>

int main()

{

	int a[10];

	for(int i=0;i<=9;i++)

	{

		scanf(""%d"",&a[i]);

	}

	int h;

	scanf(""%d"",&h);

	int cnt=0;

	for(int t=0;t<=9;t++)

	{

		if(a[t]>h+30)

		{

			continue;

		}

		else

		{

			cnt++;

		}

	}

	printf(""%d\n"",cnt);

	return 0;

 }",279,532,
2874080,0,17648,15756239108,160,0,228,1624951865,192.168.0.96,2,"#include<stdio.h>
int main()
{
	float a;
	scanf(""%g"",&a);
	if(a>0&&a<1000)
	{
		printf(""discount=1,pay=%g\n"",a);
	}
	if(a>=1000&&a<2000)
	{
		printf(""discount=0.95,pay=%g\n"",a=a*0.95);
	}
	if(a>=2000&&a<3000)
	{
		printf(""discount=0.9,pay=%g\n"",a=a*0.9);
	}
	if(a>=3000&&a<5000)
	{
		printf(""discount=0.85,pay=%g\n"",a=a*0.85);
	}
	if(a>=5000)
	{
		printf(""discount=0.8,pay=%g\n"",a=a*0.8);
	}
	return 0;
}",404,517,
2874082,0,17149,Fashion Paul,160,0,220,1624951872,192.168.0.96,2,"#include<stdio.h>
int main()
{
    double discount,pay;
    scanf(""%lf"",&pay);
    if(pay-1000<0)
    {
        discount=1;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
    else if(pay>=1000&&pay<2000)
    {
        discount=0.95;
        pay=pay*discount;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
      else if(pay>=2000&&pay<3000)
    {
        discount=0.9;
        pay=pay*discount;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
      else if(pay>=3000&&pay<5000)
    {
        discount=0.85;
        pay=pay*discount;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
      else if(pay>=5000)
    {
        discount=0.8;
        pay=pay*discount;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
    return 0;
}",780,517,
2874083,0,16816,15183783221,148,0,224,1624951873,192.168.0.96,2,"#include<stdio.h>

int main()

{

	int a[10];

	for(int i=0;i<=9;i++)

	{

		scanf(""%d"",&a[i]);

	}

	int h;

	scanf(""%d"",&h);

	int cnt=0;

	for(int t=0;t<=9;t++)

	{

		if(a[t]>h+30)

		{

			continue;

		}

		else

		{

			cnt++;

		}

	}

	printf(""%d\n"",cnt);

	return 0;

 }
",280,532,
2874084,0,16875,5120200964,148,0,220,1624951876,192.168.0.96,2,"#include<stdio.h>

int main()

{

	int a[10];

	for(int i=0;i<=9;i++)

	{

		scanf(""%d"",&a[i]);

	}

	int h;

	scanf(""%d"",&h);

	int cnt=0;

	for(int t=0;t<=9;t++)

	{

		if(a[t]>h+30)

		{

			continue;

		}

		else

		{

			cnt++;

		}

	}

	printf(""%d\n"",cnt);

	return 0;

 }
",280,532,
2874085,0,16786,Albatron泠凌,580,0,220,1624951880,192.168.0.96,2,"#include<stdio.h>
#include<string.h>
struct country
{
	char name[100] ;
	int a,b,c;
};
int main()
{
	int n;
	scanf(""%d"",&n);
	struct country d[n+1];
	struct country t;
	for(int i=0;i<n;i++)
	{
		scanf(""%s"",d[i].name);
	}
	for(int i=0;i<n;i++)
	{
		scanf(""%d"",&d[i].a);
	}
	for(int i=0;i<n;i++)
	{
		scanf(""%d"",&d[i].b);
	}
		for(int i=0;i<n;i++)
	{
		d[i].c=d[i].b-d[i].a; 
	}
	for(int i=0;i<n;i++)
	{
		for(int j=i+1;j<n;j++)
			{
				if(d[i].c>d[j].c)
				t=d[j],d[j]=d[i],d[i]=t;
				if(d[j].c==0)
				t=d[j],d[j]=d[i],d[i]=t;
				if(d[j].c==d[i].c&&strcmp(d[j].name,d[i].name)>0)
				t=d[j],d[j]=d[i],d[i]=t;
			}
	}
	for(int i=n-1;i>-1;i--)
	{
		printf(""%d %s\n"",d[i].c,d[i].name);
		}	
		return 0;
}",705,534,
2874086,0,16826,机械类2006牛佳辉,619,0,212,1624951884,192.168.0.96,2,"#include<stdio.h>
int f(int n)
{
	if(n==1)
	return 1;
	return (f(n-1)+1)*2;
} 
int main()
{
	int n; 
	int f(int n);
	while(~scanf(""%d"",&n)) 
	{
		printf(""%d\n"",f(n));
	}
	return 0;
}",182,532,
2874087,0,17153,plme,160,0,224,1624951895,192.168.0.96,2,"#include<stdio.h>
int main()
{
    double discount,pay;
    scanf(""%lf"",&pay);
    if(pay-1000<0)
    {
        discount=1;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
    else if(pay>=1000&&pay<2000)
    {
        discount=0.95;
        pay=pay*discount;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
      else if(pay>=2000&&pay<3000)
    {
        discount=0.9;
        pay=pay*discount;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
      else if(pay>=3000&&pay<5000)
    {
        discount=0.85;
        pay=pay*discount;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
      else if(pay>=5000)
    {
        discount=0.8;
        pay=pay*discount;
        printf(""discount=%g,pay=%g\n"",discount,pay);
    }
    return 0;
}",780,517,
2874088,0,16875,5120200964,619,0,220,1624951898,192.168.0.96,2,"#include<stdio.h>
int f(int n)
{
	if(n==1)
	return 1;
	return (f(n-1)+1)*2;
} 
int main()
{
	int n; 
	int f(int n);
	while(~scanf(""%d"",&n)) 
	{
		printf(""%d\n"",f(n));
	}
	return 0;
}
",183,532,
2874089,4,16816,15183783221,148,0,0,1624951898,192.168.0.96,2,"#include<stdio.h>
int f(int n)
{
	if(n==1)
	return 1;
	return (f(n-1)+1)*2;
} 
int main()
{
	int n; 
	int f(int n);
	while(~scanf(""%d"",&n)) 
	{
		printf(""%d\n"",f(n));
	}
	return 0;
}
",183,532,
2874090,0,16786,Albatron泠凌,72,0,232,1624951900,192.168.0.96,2,"#include <stdio.h>

int main()
{
	int a[10000];
	int i, j, t;
	float averg;
	float s = 0;
	int n;
	scanf(""%d"", &n);
	for(i=0; i<n; i++)
	{
		scanf(""%d"", &a[i]);
	}
	for(i=0; i<(n-1); i++)
	{
		for(j=i+1; j<n; j++)
		{
			if(a[i] < a[j])
			{
				t = a[i];
				a[i] = a[j];
				a[j] = t;
			}
		}
	}
	for(i=0; i<n; i++)
	{
		s += a[i] * (i+1);
	}
	averg = s/n;
	printf(""%.2f\n"", averg);
	return 0;
}",398,535,
2874091,0,16772,zengruohuan,160,0,224,1624951906,192.168.0.96,2,"#include<stdio.h>
int main()
{
	float a;
	scanf(""%g"",&a);
	if(a>0&&a<1000)
	{
		printf(""discount=1,pay=%g\n"",a);
	}
	if(a>=1000&&a<2000)
	{
		printf(""discount=0.95,pay=%g\n"",a=a*0.95);
	}
	if(a>=2000&&a<3000)
	{
		printf(""discount=0.9,pay=%g\n"",a=a*0.9);
	}
	if(a>=3000&&a<5000)
	{
		printf(""discount=0.85,pay=%g\n"",a=a*0.85);
	}
	if(a>=5000)
	{
		printf(""discount=0.8,pay=%g\n"",a=a*0.8);
	}
	return 0;
}",404,517,
2874092,0,17648,15756239108,318,0,228,1624951913,192.168.0.96,2,"#include<stdio.h>
int main() {
int a[1000]={0};
int c,i,j,e=0;
while(~scanf(""%d"",&c))
{

if(c==0)
{printf(""0"");
}

int d=c;
for(i=0;;i++)
{
	a[i]=c%2;

	if(c==0)
	break;
	c=c/2;
}
while(1)
{if(a[i]==0)
i--;
else
break;
}
for(j=i;j>=0;j--)
{printf(""%d"",a[j]);
}
	printf(""\n"");
	printf(""%o"",d);
	printf(""\n"");
}
	return 0;
}",322,517,
2874093,0,16786,Albatron泠凌,509,0,220,1624951916,192.168.0.96,2,"#include <stdio.h>

int main()
{
	int a[12]={31, 28, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31};
	int year, month, day;
	int i, sum;
	while(scanf(""%d%d%d"", &year, &month, &day) != EOF)
	{
		for(i=0; i<month-1; i++)
		{
			day += a[i];
	    }
		day = day + (year-2007) * 365 - 243;
		if((year == 2008 && month > 2) || year > 2008)
		{
			day++;
		}
		if(day%7 == 3)
		{
			printf(""ALL\n"");
		 	continue;
		}
		sum = (day - day/7);
		if(day%7 >= 3)
		{
		 	sum--;
		}
		switch(sum % 4)
		{
		 	case 1:printf(""B\n""); break;
		 	case 2:printf(""X\n""); break;
		 	case 3:printf(""H\n""); break;
		 	case 0:printf(""P\n""); break;
		}
	}
	return 0;
 }",637,535,
2874094,0,16826,机械类2006牛佳辉,171,0,216,1624951917,192.168.0.96,2,"#include <stdio.h>
#include <string.h>

int main()
{
	char s[300];
	while(~scanf(""%s"", s))
	{
	int n;
		n=strlen(s);
		for(int i=n-1; i>=0; i--)
		{
			printf(""%c"", s[i]);
		}
		}
	printf(""\n"");
	
	return 0;
}",209,533,
2874096,4,17159,indigo,72,0,0,1624951936,192.168.0.96,2,"#include<stdio.h>
int main()
{
	int n,i,j,t;
	float sum=0;
	int a[1000];
	scanf(""%d"",&n);
	for(i=0;i<n;i++)
	{
		scanf(""%d"",&a[i]);
	}
	for(i=0;i<(n-1);i++)//这个for不能与上个for合并，这个for的嵌套是用于排序，i的取值范围不一样
	{
		for(j=i+1;j<n;j++)
		{
			if(a[i]<a[j])
			{
				t=a[i];
				a[i]=a[j];
				a[j]=t;
			}
		}
	}
	for(i=0;i<n;i++)
	{
		sum+=a[i]*(i+1);	
	}
	printf(""%.2f\n"",sum/n);
	return 0;
}
",381,535,
2874098,0,16816,15183783221,171,0,212,1624951943,192.168.0.96,2,"#include <stdio.h>
#include <string.h>

int main()
{
	char s[300];
	while(~scanf(""%s"", s))
	{
	int n;
		n=strlen(s);
		for(int i=n-1; i>=0; i--)
		{
			printf(""%c"", s[i]);
		}
		}
	printf(""\n"");
	
	return 0;
}
",210,533,
2874101,7,17149,Fashion Paul,189,0,0,1624951947,192.168.0.96,2," 1 #include<stdio.h>
 2 #include<math.h>
 3 int func(int x)//自定义函数实现寻找素数功能
 4 {
 5     int i, flag = 1;
 6     for (i = 2; i <= (int)sqrt((float)x); i++)    //取到平方根就好,(float)x,强制将int x型转化成float型，再将平方根转化为int型
 7     {
 8         if (x%i == 0)    //是合数，则标记
 9             flag = 0;
10     }
11     return flag;
12 }
13 int main(void)
14 {
15     int i, a, b, num,temp;
16     while (~scanf(""%d%d"", &a, &b))    //a到b之间的素数判定
17     {
18         num = 0;
19         if (a > b)
20         {
21             temp = a;
22             a = b;
23             b = temp;
24         }
25         for (i = a; i <= b; i++)
26         {
27             if (func(i) == 1)
28                 num++;    //记录素数个数
29         }
30         printf(""%d\n"", num);//输出
31     }
32     return 0;
33 }",769,531,"swustoj/2874101/main.cpp:1:4: error: stray ‘#’ in program
  1 #include<stdio.h>
    ^
swustoj/2874101/main.cpp:2:4: error: stray ‘#’ in program
  2 #include<math.h>
    ^
swustoj/2874101/main.cpp:1:2: error: expected unqualified-id before numeric constant
  1 #include<stdio.h>
  ^
"
2874103,0,16875,5120200964,1178,0,216,1624951981,192.168.0.96,2,"#include <stdio.h>
#include <stdlib.h>
#include <string.h> 
int main() {
	char s[100]	;
	int i;
	while(~scanf(""%s"",s))
	{
		int n;
		n=strlen(s);
		
		for(i=0;i<n;i++)
		{
			if(s[i]>='A'&&s[i]<='Y'||s[i]>='a'&&s[i]<='y')
			s[i]=s[i]+1;
			else if
			(s[i]=='Z'||s[i]=='z')
			s[i]=s[i]-25;
			 
		}
		printf(""%s\r\n"",s);
	}
	
	return 0;
}
",341,533,
2874105,0,17175,1124830627,288,0,216,1624952002,192.168.0.96,2,"#include<stdio.h>
int main()
{
    int n;
    char a[1000];//a数组是输入字符串的数组
    char c[26];
    for(int i=0;i<26;i++)
    {
        c[i]='a'+i;//c字符数组是来存放26个小写字母
    }
    while(~scanf(""%d"",&n))
    {
        int b[26]={0},maxn=0;//b数组来存放每个字母的个数
        getchar();//在这里用getchar的目的是在scanf函数中回车键也计算在字符数组中的（因为输入5后的有一个回车） 
        for(int i=0;i<n;i++)
        {
            scanf(""%c"",&a[i]);
        }
        for(int i=0;i<n;i++)
        {
             for(int j=0;j<26;j++)
            {
                if(a[i]==c[j])//输入的字符与c数组的字母比较
                    b[j]++;//相同的话该字母个数++
            }
        }
        for(int i=0;i<26;i++)
        {
            if(b[i]>b[0])
            {
                b[0]=b[i];//比较之后较大的字母个数放入b[0]中，最终b[0]是最大的字母个数
                maxn=i;//maxn是最多字母个数的下标
            }
        }
        printf(""%c\n"",c[maxn]);
    }

    return 0;
}",857,539,
2874107,0,16826,机械类2006牛佳辉,1178,0,216,1624952012,192.168.0.96,2,"#include <stdio.h>
#include <stdlib.h>
#include <string.h> 
int main() {
	char s[100]	;
	int i;
	while(~scanf(""%s"",s))
	{
		int n;
		n=strlen(s);
		
		for(i=0;i<n;i++)
		{
			if(s[i]>='A'&&s[i]<='Y'||s[i]>='a'&&s[i]<='y')
			s[i]=s[i]+1;
			else if
			(s[i]=='Z'||s[i]=='z')
			s[i]=s[i]-25;
			 
		}
		printf(""%s\r\n"",s);
	}
	
	return 0;
}",340,533,
2874108,0,16970,zlx20022582,617,0,220,1624952014,192.168.0.96,1,"#include <stdio.h>
#include <stdlib.h>

float aver[50];
int N,k = 0;

int main() {
      void avescore(int s[],int n);
      void avecourse(int ** p,int x);

    int i,j;
      int ** ptr_s;
        scanf(""%d"",&N);
        ptr_s = (int **)malloc(N * sizeof(int*));
    if(ptr_s == NULL) return 0;
        for(i = 0;i < N;i++) {

        ptr_s[i] = (int *)malloc(6 * sizeof(int *));

        if(ptr_s[i] == NULL) return 0;
    }

    for(i = 0;i < N;i++) {
        for(j = 0;j < 6;j++) {

            scanf(""%d"",*(ptr_s + i)+ j);
        }
    }
        for(i = 0;i < N;i++) {

        avescore(ptr_s[i],5);
    }

    for(i = 0;i < N;i++) {
        for(j = 0;j < 6;j++) {
            printf(""%d "",*(*(ptr_s + i)+ j));
        }
        printf(""%3.1f\n"",*(aver + i));
    }
        for(i = 1;i <= 5;i++) {
        avecourse(ptr_s,i);
    }
    return 0;
}

void avescore(int s[],int n) {
    int i;

    float sum = 0;

    for(i = 1;i <= n;i++) {
        sum += s[i];
    }
    aver[k++] = sum / n;
}

void avecourse(int ** p,int x) {
    int i;

    float sum = 0;

    for(i = 0;i < N;i++) {
        sum += (float)*(*(p + i) + x);
    }
    if(x != 5) {
        printf(""%3.1f "",sum/(float)N);
    } else {
        printf(""%3.1f\n"",sum/(float)N);
    }

}",1256,540,
2874110,7,17153,plme,189,0,0,1624952025,192.168.0.96,2,"#include <stdio.h>
void main()
{
int n,i;
scanf(""%d"",&n);
for(i=2;i<n;i++)
if(n%i==0) break;
if(i>=n)
printf(""n is prime"");
else
printf(""n is not prime"");
}",156,531,"swustoj/2874110/main.cpp:2:11: error: ‘::main’ must return ‘int’
 void main()
           ^
"
2874113,0,16772,zengruohuan,189,0,220,1624952038,192.168.0.96,2,"#include <stdio.h> 
int main()
{
        int a,b,c,d,e,q;
        a>=2;
        b<=1000;
        while(~scanf(""%d %d"",&a,&b))
        {
                if(a>b)
                {
                        d=a;
                        a=b;
                        b=d;
                }
                for(c=a,q=0;c<=b;c++)
                {
                        for(e=2;e<=c;e++)
                        {
                                if(c%e==0)
                                {
                                       break;
                                }
                        }
                        if(e==c)
                                q=q+1;
                }
                printf(""%d\n"",q);
        }
        return 0;
}",743,531,
2874114,7,16826,机械类2006牛佳辉,133,0,0,1624952060,192.168.0.96,2,"#include<stdio.h>
#include<string.h>
struct country
{
	char name[100] ;
	int a,b,c;
};
int main()
{
	int n;
	scanf(""%d"",&n);
	struct country d[n+1];
	struct country t;
	for(int i=0;i<n;i++)
	{
		scanf(""%s"",d[i].name);
	}
	for(int i=0;i<n;i++)
	{
		scanf(""%d"",&d[i].a);
	}
	for(int i=0;i<n;i++)
	{
		scanf(""%d"",&d[i].b);
	}
		for(int i=0;i<n;i++)
	{
		d[i].c=d[i].b-d[i].a; 
	}
	for(int i=0;i<n;i++)
	{
		for(int j=i+1;j<n;j++)
			{
				if(d[i].c>d[j].c)
				t=d[j],d[j]=d[i],d[i]=t;
				if(d[j].c==0)
				t=d[j],d[j]=d[i],d[i]=t;
				if(d[j].c==d[i].c&&strcmp(d[j].name,d[i].name)>0)
				t=d[j],d[j]=d[i],d[i]=t;
			}
	}
	for(int i=n-1;i>-1;i--)
	{
		printf(""%d %s\n"",d[i].c,d[i].name);
		}	
		return 0;",703,534,"swustoj/2874114/main.cpp: In function ‘int main()’:
swustoj/2874114/main.cpp:46:11: error: expected ‘}’ at end of input
   return 0;
           ^
"
2874116,4,17040,神也佑我不负,189,0,0,1624952092,192.168.0.96,2,"#include <iostream>

#include <cstdio>

#include <cmath>

using namespace std;

typedef long long LL;

bool isPrime(LL n)

{

    if (n == 0 || n == 1)

        return false;

    else if (n == 2)

        return true;

    else

    {

        for (LL i = 2; i <= sqrt(n); i++)

            if (n % i == 0)

                return false;

    }

    return true;

}

int main(void)

{

    LL n;

    cin >> n;

    if (isPrime(n))

    {

        printf(""%d is a prime number!"", n);

    }

    else

    {

        cout << n << ""="";

        for (LL i = 2; n != 1;)

        {

            if (n % i == 0)

            {

                cout << i;

                if (n != i)

                    cout << ""*"";

                n /= i;

            }

            else

                i++;

        }

    }

    return 0;

}",830,531,
